id,name,gender,age,traits,status,interest,feature
6657,Benjamin Edwards,female,48,"creative,independent,ambitious,practical",teacher," Musical instruments ,Educational toys",Explorer;Critic
6658,Ryan Cochran,female,68,"patient,fun-loving,practical,energetic,optimistic",musician," Vinyl records ,Historical instruments",Watcher;Explorer;Poster
6659,Sadie Powell,male,30,"ambitious,creative,energetic,adventurous",student," Skateboards ,Virtual reality devices",Watcher;Explorer
6660,Timothy Clay,male,54,"independent,empathetic",farmer,"Hiking,Gardening",Chatter;Poster
6661,Liam Darling,female,42,"practical,energetic,patient",lawyer,"Golf,Cooking",Watcher;Critic
6662,Evan Campbell,male,49,"fun-loving,ambitious,optimistic",retired,"Painting,Bird Watching",Watcher;Poster
6663,Kevin Campbell,female,37,"creative,patient,caring",writer,"Writing,Photography",Poster
6664,Thomas Clark,female,42,"compassionate,caring,ambitious",farmer,"Gardening,Cooking",Watcher;Critic;Poster
6665,Delilah Olson,male,40,"independent,creative,fun-loving",actor,"Martial Arts,Dance",Watcher;Poster
6666,Nora Walker,male,38,"compassionate,caring,ambitious,optimistic",photographer,"Hiking,Traveling",Chatter
6667,Olivia Harris,female,46,"independent,compassionate,ambitious,optimistic",writer,"Hiking,Yoga",Watcher;Explorer;Critic
6668,Kyle Durham,male,70,"compassionate,caring,ambitious",nurse,"Reading,Gardening",Watcher
6669,Daisy Bell,male,47,"fun-loving,patient",engineer,"DIY projects,Chess",Watcher
6670,Felix Dawson,female,45,"fun-loving,energetic,patient,ambitious,optimistic",writer,"Hiking,Painting",Watcher;Explorer;Critic;Chatter;Poster
6671,Aaron Chase,female,58,"creative,patient",engineer,"Photography,Sewing",Explorer;Critic;Chatter;Poster
6672,Jasmine Turner,female,57,"compassionate,caring,practical,energetic",nurse,"Yoga,Cooking",Explorer
6673,Victoria Fowler,male,34,"fun-loving,creative,practical",photographer,"Traveling,Swimming",Chatter
6674,Isaac Garcia,female,47,"independent,creative,compassionate,caring",artist,"Pottery,Sculpting",Watcher
6675,Hannah Watson,male,48,"patient,empathetic",entrepreneur,"Hiking,Skiing",Watcher;Explorer;Chatter
6676,Jonah Coleman,male,38,"creative,energetic,fun-loving",artist,"Singing,Theater",Explorer;Chatter;Poster
6677,Rachel Flores,female,36,"practical,energetic,patient",lawyer,"Hiking,Cooking",Watcher;Critic;Chatter;Poster
6678,Mia Alexander,male,42,"creative,patient",writer,"Drawing,Calligraphy",Watcher;Poster
6679,Georgia Chase,female,58,"compassionate,caring",lawyer,"Knitting,Quilting",Critic;Poster
6680,Caleb Carlson,female,70,"fun-loving,practical,peaceful,patient,empathetic",artist," Oil painting ,Singing ",Watcher;Explorer;Chatter
6681,Grayson Bell,male,44,"confident,compassionate,peaceful,patient",nurse," Origami ,Origami paper ,Crochet ,Cross-stitch ,Sewing machine ",Explorer;Chatter
6682,Wesley Fitzpatrick,female,54,"fun-loving,practical,peaceful,patient",nurse," Gardening ,Tennis balls ,Tennis rackets ",Watcher;Explorer;Poster
6683,Victoria Carroll,female,42,"caring,peaceful,patient,empathetic",nurse," Crossword puzzles ,Chess boards ",Watcher;Chatter
6684,Isaac Kennedy,female,31,"confident,compassionate,ambitious,optimistic",nurse," Crossword puzzles ,Chess boards ,Board games ",Critic;Chatter;Poster
6685,Mia Clarke,male,51,"independent,creative,ambitious,optimistic",lawyer," Scuba diving gear ,Camping gear ",Watcher;Explorer;Chatter;Poster
6686,Elijah Allen,male,41,"confident,ambitious,empathetic",teacher," Vinyl record ,Keyboards ,Computer monitors ",Critic;Poster
6687,Raymond Bauer,female,31,"compassionate,ambitious,optimistic",nurse," Travel neck pillows ,Cutlery and knife accessories ",Explorer;Poster
6688,Matthew Brown,female,44,"fun-loving,creative,patient,empathetic",writer," Electronics ,Camping stoves ",Watcher
6689,Grayson Gray,female,34,"independent,creative,practical,energetic",teacher," Wall art ,Paintbrushes ",Watcher
6690,Hunter Garcia,female,61,"compassionate,caring,ambitious,optimistic",retired," Air purifiers ,Bathroom accessories ",Watcher;Explorer;Critic;Chatter
6691,Aaron Watson,female,50,"independent,creative,practical,energetic,patient,empathetic",entrepreneur," Luggage locks ",Poster
6692,Christopher English,female,37,"fun-loving,creative,practical,energetic,patient,empathetic",engineer," Virtual reality glasses ,Coffee makers ,Safes ",Watcher;Explorer
6693,Thomas Grant,male,41,"independent,creative,ambitious,empathetic",musician," Left-handed guitar ,Acoustic guitar ",Watcher;Explorer;Poster
6694,Emily Bowen,male,47,"independent,compassionate",retired," Kids ",Watcher;Critic
6695,Daniel Olson,male,54,"confident,compassionate,ambitious,optimistic",engineer," Phone case ,Sunglasses ,Smartwatch ",Watcher;Critic
6696,Delilah Albert,female,50,"caring",doctor," Tennis rackets ",Watcher;Critic
6697,Jack Simmons,male,45,"independent,creative,ambitious,empathetic",entrepreneur," Wireless earbuds ,Bluetooth speakers ",Watcher
6698,Kevin Conner,female,49,"fun-loving,creative,practical,energetic",actor," Yoga mats ,Gym bags ",Chatter;Poster
6699,Hazel Farmer,male,61,"compassionate,caring,ambitious,optimistic",nurse," Watch winders ,Portable chargers ",Watcher;Explorer
6700,Jade Powell,male,47,"patient,empathetic,fun-loving,creative",teacher," Yoga ,Cooking ,Astronomy ,Painting",Watcher
6701,Noah Barker,female,58,"compassionate,caring,ambitious,optimistic",nurse," Gardening ,Pottery ,Knitting ",Explorer;Critic
6702,Finn Mitchell,male,37,"independent,practical,energetic",doctor," Model Building ,Calligraphy ,Robotics ,Home Brewing",Watcher;Chatter
6703,Elizabeth Roberts,male,42,"independent,practical,energetic",doctor," Video Games ,Photography ,Baking ,Cycling",Chatter
6704,Lauren Richardson,male,55,"fun-loving,creative,practical,energetic,compassionate",retired," Gardening ,Hiking ,Health Food ,Literature",Poster
6705,Henry Clark,female,65,"compassionate,caring,ambitious,optimistic,patient",writer," Pottery ,Travel ,Hiking ,Dancing",Explorer;Poster
6706,Bennett Mitchell,female,36,"compassionate,caring,ambitious,optimistic,patient",writer," Baking ,Film Making ,Board Games ,Pottery",Watcher;Poster
6707,Georgia Burks,female,55,"compassionate,caring,fun-loving,creative",writer," Nature Walks ,Jewelry Making ,Flower Arranging ",Watcher;Poster
6708,Addison Blevins,female,43,"compassionate,caring,ambitious,optimistic",engineer," Astronomy ,Woodworking ,Beekeeping ,Virtual Reality",Watcher
6709,Robert Byrd,male,42,"fun-loving,creative,practical,energetic,compassionate",teacher," Gardening ,Cooking ,History ",Chatter
6710,Delilah Johnson,male,40,"independent,creative,practical,energetic,compassionate",student," Scuba Diving ,Pottery ,Urban Gardening ",Watcher;Explorer;Critic;Poster
6711,Mason Durham,male,46,"independent,creative,practical,ambitious",engineer," Bird Watching ,Home Brewing ,Bookbinding ,Carpentry",Chatter
6712,Liam Kennedy,male,56,"caring,ambitious,optimistic,patient",lawyer," Biking ,Wine Tasting ,Calligraphy ",Critic;Poster
6713,Timothy Edwards,female,27,"independent,creative,practical,energetic,compassionate",lawyer," Origami ,Ballroom Dancing ,Candle Making ",Watcher;Explorer;Critic
6714,Abigail Dixon,female,46,"patient,empathetic,fun-loving,creative,compassionate",actor," Rock Climbing ,Stand-up Comedy ,Home Brewing ,Cosplay ",Watcher;Critic;Chatter
6715,Eleanor Charles,female,46,"compassionate,caring,ambitious,optimistic,patient",musician," Pottery ,Cooking ,Glassblowing ,Meditation",Watcher;Explorer;Chatter;Poster
6716,Ian Brady,female,45,"compassionate,caring,fun-loving,creative",nurse," Knitting ,Community Service ,Jewelry Making ",Poster
6717,Natalie Brooks,male,47,"fun-loving,creative,practical,energetic,compassionate",musician," Fiction Writing ,Model Trains ,DJing ,Fencing",Poster
6718,Finn Johnson,female,38,"independent,creative,ambitious,optimistic,patient",writer," Urban Gardening ,Skydiving ,Beach Volleyball ",Watcher;Explorer
6719,Bennett Gibson,male,46,"independent,patient,empathetic,fun-loving,creative",farmer," Beekeeping ,Brewing ,Genealogy ,Canoeing",Watcher;Explorer;Critic
6720,Willow Farmer,male,63,"independent,creative,patient,empathetic",engineer," Hiking ,Birdwatching ",Explorer
6721,William Donahue,female,49,"fun-loving,creative,practical,energetic,patient",retired," Cooking ,Shopping for antiques ",Critic
6722,Hannah Barker,male,69,"fun-loving,ambitious,optimistic",retired," Reading ,Meditation ,Gardening ,Knitting ",Watcher;Explorer;Chatter;Poster
6723,Zachary Bass,male,44,"practical,patient",student," Gaming consoles ,Fishing gear ",Watcher;Chatter
6724,Elijah Blevins,male,39,"independent,creative",teacher," Hiking boots ,Photography books ",Explorer;Critic
6725,Sarah Bowen,female,38,"caring,compassionate,ambitious,optimistic",musician," Music books ,Guitars ",Watcher;Critic
6726,Sadie Morgan,male,53,"independent,compassionate",farmer," Outdoor gear ",Poster
6727,Hannah Underwood,male,25,"fun-loving,practical,patient,energetic,optimistic",teacher," Headphones ,Laptops ",Watcher;Chatter
6728,Julia Coleman,female,41,"independent,creative,practical,energetic,ambitious,optimistic",scientist," Cooking equipment ,Gardening tools ",Critic;Chatter
6729,Eleanor Richardson,male,45,"independent,creative,patient,empathetic",retired," Fishing ,Camping ",Explorer;Critic
6730,Faith Olson,female,55,"caring,compassionate,ambitious,optimistic",retired," Hiking gear ,Travel books ",Watcher;Explorer;Chatter;Poster
6731,Ryan Evans,female,37,"fun-loving,compassionate,optimistic",retired," Crafting supplies ",Watcher;Critic
6732,Liam Carroll,male,31,"independent,creative,practical,energetic,ambitious,optimistic",engineer," Camping gear ,Video games ",Explorer;Chatter;Poster
6733,Chloe Bennett,female,65,"caring,ambitious,optimistic",retired," Knitting supplies ",Watcher
6734,Madison Olson,male,44,"independent,creative,ambitious,optimistic",entrepreneur," Cycling gear ,Running shoes ",Watcher;Explorer
6735,David Darling,male,48,"practical,patient,energetic,ambitious,optimistic",student," Music equipment ",Chatter
6736,Sophia Allen,male,53,"independent,caring,compassionate,optimistic",farmer," Wildlife cameras ,Binoculars ",Watcher;Critic
6737,Eleanor Fowler,male,53,"independent,creative,ambitious,optimistic",farmer," Gardening magazines ",Critic
6738,Alexander Fraser,male,50,"independent,compassionate",farmer," Sporting goods ",Poster
6739,Ella Brady,female,54,"fun-loving,creative,practical,patient,energetic,compassionate,optimistic",artist," Paintbrushes ,Sculpting tools ",Chatter;Poster
6740,Abigail Buck,male,63,"creative,patient,empathetic,independent",artist," Acoustic guitar ,Photography ",Poster
6741,Sarah Olson,female,37,"fun-loving,creative,practical,energetic,patient",teacher," Parenting ,Knitting ,Bicycles ",Critic;Poster
6742,Addison Adams,male,50,"caring,loyal,ambitious",entrepreneur," Communication ,Personal trainers ",Critic;Poster
6743,Robert Blevins,male,56,"optimistic,energetic,patient",actor," Sushi knives ,Tools ,Board games ",Watcher;Critic
6744,Harper Edwards,female,67,"independent,compassionate,patient",actor," Sewing machines ",Watcher;Explorer;Chatter
6745,Emily Parker,female,62,"creative,patient,caring",writer," Tablets ,Handbags ",Watcher;Explorer
6746,Elijah Fitzpatrick,male,59,"fun-loving,optimistic,compassionate",retired," Bicycles ,Smart watches ",Explorer;Critic
6747,Lucas Campbell,male,37,"caring,ambitious",photographer," Perfumes ",Watcher;Critic
6748,Addison Albert,male,51,"compassionate,caring,loyal",retired," Watches ,Classic cars ",Watcher;Critic
6749,Kyle Harris,female,28,"practical,energetic,ambitious",entrepreneur," Dessert ,Musicals ,Pet ",Critic
6750,Noah Bass,female,39,"compassionate,caring,loyal",artist," Hiking boots ",Watcher;Poster
6751,Jonah Davidson,female,30,"fun-loving,energetic,patient",teacher," Baking ",Watcher;Critic
6752,Christopher Berg,male,40,"fun-loving,loyal,optimistic",musician," Art supplies ,Scrapbooking ",Explorer;Critic
6753,Theodore Diaz,female,41,"creative,compassionate,caring",teacher," Novels ,Cooking ",Watcher;Explorer;Critic
6754,Jack Cook,male,63,"optimistic,caring",entrepreneur," Knives ",Explorer;Critic
6755,Ruby Edwards,female,62,"independent,compassionate",farmer," Coffee machines ,BBQ grilling ",Explorer;Poster
6756,Julia Berg,female,50,"fun-loving,energetic,compassionate,optimistic",scientist," Telescopes ",Watcher;Explorer;Critic;Poster
6757,Kaitlyn Carlson,female,34,"compassionate,loyal,ambitious",engineer," Spa ",Chatter
6758,Olivia Edwards,male,68,"creative,patient,empathetic,independent",writer," Juicers ",Watcher
6759,Emma Conley,male,50,"independent,compassionate",retired," Kids' electronics ,DVRs ",Watcher;Critic;Poster
6760,Rachel Dawson,female,32,"compassionate,caring,ambitious,optimistic",student," Reading ,Dance ",Watcher;Critic
6761,Luke Dixon,female,38,"compassionate,caring,ambitious,optimistic",doctor," Gardening ,Baking ,Calligraphy ",Watcher
6762,Christopher Barber,male,47,"independent,creative,patient,empathetic,practical",farmer," Hiking ,Cooking ,Camping ,Painting ",Watcher;Explorer;Critic;Chatter
6763,Piper Clarke,female,55,"fun-loving,energetic,patient,empathetic",farmer," Knitting ,Gardening ,Photography ",Watcher;Poster
6764,Rachel Darling,male,55,"fun-loving,energetic,patient,empathetic",farmer," Fishing ,Painting ,Gaming ",Watcher;Explorer;Chatter
6765,Emma Diaz,male,50,"independent,creative,patient,empathetic",retired," Yoga ,Crossword puzzles ",Watcher
6766,Finn Olson,male,38,"creative,energetic,patient,optimistic",actor," Restoring old cars ,Sketching ",Poster
6767,Theodore Garcia,female,30,"compassionate,caring,ambitious,optimistic",teacher," Yoga ,Calligraphy ,Pottery ",Watcher;Explorer;Poster
6768,Noah Powell,female,31,"fun-loving,creative,ambitious,practical",farmer," Knitting ,Woodworking ",Critic;Poster
6769,Madison Boyd,male,52,"creative,patient,practical,optimistic",musician," Playing instruments ,Songwriting ",Watcher;Explorer
6770,Isaac Powell,male,30,"independent,ambitious,practical,optimistic",scientist," Hiking ,Birdwatching ",Critic;Poster
6771,Caleb Lewis,female,26,"compassionate,fun-loving,practical,energetic,ambitious",teacher," Traveling ,Gardening ,Photography ",Poster
6772,Lauren Clay,female,41,"compassionate,energetic,ambitious,practical,patient",retired," Knitting ,Cooking ,DIY crafts ",Critic;Chatter;Poster
6773,Grace Cochran,male,57,"caring,patient,ambitious,optimistic",photographer," Painting ,Photography ,Sewing ",Watcher
6774,Grayson Lee,female,29,"compassionate,caring,patient,ambitious,optimistic",farmer," Fishing ,Hiking ,Baking ",Watcher
6775,Tyler Blevins,female,41,"independent,creative,practical,energetic,patient",writer," Yoga ,Pottery ,Calligraphy ",Critic;Poster
6776,Elizabeth Evans,female,39,"independent,compassionate,ambitious,optimistic",entrepreneur," Traveling ,Wine tasting ",Watcher
6777,Hudson Garcia,female,55,"fun-loving,ambitious,practical,energetic",writer," Scrapbooking ,Jewelry making ",Critic;Chatter;Poster
6778,Ava Dunn,female,23,"independent,creative,ambitious,energetic",photographer," Hiking ,Painting ,Drawing ",Watcher;Critic
6779,Faith Clark,female,63,"caring,practical,ambitious,patient,empathetic",doctor," Golfing ,Knitting ,Volunteering ",Poster
6780,Lily Burks,male,58,"courageous,sensitive,empathetic,compassionate",lawyer," Watches ,Scuba diving ,Metalworking ",Watcher;Explorer;Poster
6781,Oliver Cody,female,40,"resourceful,fun-loving,patient,empathetic,energetic",musician," Remote-controlled vehicles ,Metalworking ,Fashion design ",Watcher;Chatter
6782,Lauren Charles,male,49,"fun-loving,generous,inventive,passionate,energetic,practical",photographer," Trampolining ,Wildlife observation ,Table Tennis ",Watcher;Explorer;Poster
6783,Abigail Brown,male,29,"ambitious,optimistic,persistent",retired," Watches ,Musical theatre ",Critic
